,axial_max,tang_max,index_of_axm,index_of_tnm,axial_in_mxt,tang_in_mxa,cone_angl,label
605,-11.8725743911804,-7.55663777067522,21,40,-9.9572640938217,-6.13553844929757,11,1
606,-12.089344189446,-7.34427749428302,21,40,-10.2509115748728,-5.76822474122159,11,1
607,-12.1209689070615,-7.28105827322531,21,40,-10.6158129253728,-5.5126344707019,11,1
608,-12.2794541841879,-7.03027453174293,19,38,-10.3468860200204,-5.2461714797742,11,0
609,-12.0185167987691,-6.93384459815886,18,37,-10.29191835453,-4.88751640768863,11,0
610,-14.694119634633,-16.0429474762868,28,52,-12.8336187238942,-15.1570165332387,12,1
611,-14.5029794314964,-15.996008854764,27,52,-12.9522936597253,-15.2327355568016,12,1
612,-14.296193618194,-15.9335322779783,28,53,-13.3667074796241,-15.1100946864254,12,1
613,-14.2242677240274,-15.7194352974767,28,49,-10.8552228780394,-14.9345442117593,12,1
614,-13.8781720398847,-15.2365813739064,27,49,-11.1181347936597,-14.6382632172001,12,1
615,-13.7389507839537,-14.6573132479728,28,50,-11.6116009034243,-13.6043231116966,12,1
616,-13.3897319415193,-13.8781867167752,27,49,-11.1735476540788,-13.0842324469743,12,1
617,-13.1023202546178,-13.2933684428501,27,50,-11.7061092858632,-12.5350751305573,12,1
618,-12.8426276128718,-12.5969526653891,27,46,-10.2664656892728,-11.8547781533708,12,1
619,-12.6992119690717,-12.6350527252069,27,43,-9.4876648973551,-11.3030473827701,12,1
620,-12.6413685352031,-12.297133379648,27,42,-9.30404760363593,-9.71102517016272,12,1
621,-13.0135872023371,-12.0516714756006,26,43,-9.95594515048503,-9.4656537171317,12,1
622,-12.652794055179,-11.7144646058049,27,41,-9.22362159968646,-8.82090064851115,12,1
623,-12.3746497522523,-11.2565849254348,27,39,-8.49435980933604,-8.47435441483929,12,1
624,-11.8295858400142,-10.6021397929714,24,38,-8.09822780351526,-7.91392682235785,12,1
625,-11.3142480139707,-9.89177821807313,23,38,-8.34172494797078,-7.289974727387,12,1
626,-11.1574758588358,-9.62149444968065,23,38,-8.45162112826707,-7.06957249179807,12,1
627,-11.1632808036365,-9.21056435396993,21,38,-8.71546893597193,-6.78523397792969,12,1
628,-11.679867796018,-8.2698920605079,26,39,-9.11100089889591,-6.25908406220441,12,1
629,-11.9813925028412,-7.79570977677173,23,39,-9.59178601401083,-5.94687526689798,12,1
630,-12.0891241167963,-7.61904797313647,21,39,-10.0658924362281,-5.81971197354819,12,1
631,-12.276258934025,-7.44130685590381,23,39,-10.3142423771897,-5.15648432879916,12,1
632,-12.357093411065,-7.20575761934232,21,37,-9.67681386940809,-5.0768007692352,12,0
633,-12.1838733630711,-7.08299489035522,17,37,-10.2039180690015,-5.29031397880616,12,0
634,-14.3033525768322,-15.7699761387157,28,42,-7.1930284095021,-14.9252814756588,13,1
635,-14.3712070273459,-15.7374229908299,28,42,-7.24060479784531,-14.9554970939886,13,1
636,-14.1501742444252,-15.6013847963636,27,49,-10.7098440254498,-15.2518239269711,13,1
637,-14.0916448288325,-15.4599232339353,27,50,-11.4725542445086,-15.2670521158438,13,1
638,-13.5819036018331,-15.1726924823218,28,51,-12.2805423964376,-14.0114945331828,13,1
639,-13.6767529562484,-14.5455443168162,27,50,-11.6610889080123,-13.8927830550522,13,1
640,-13.2650594241586,-13.4150337155698,26,48,-10.7999161716312,-12.6481917463415,13,1
641,-13.2086707755257,-12.7557506174814,26,44,-9.30305623822217,-11.699878925021,13,1
642,-12.7086895262339,-12.1792824784918,27,42,-8.82295141362268,-11.1950153858525,13,1
643,-12.5881872256859,-11.8218375951808,27,46,-10.4063522625177,-10.34980390369,13,1
644,-12.6549814040734,-11.577697869574,27,43,-9.70442522635688,-7.28176149947239,13,1
645,-12.7870928783372,-11.24915227039,28,38,-7.51533935087677,-7.70061177342093,13,1
646,-12.7983300626911,-11.4410713443505,27,42,-9.55633500401996,-8.34608010751153,13,1
647,-12.3099516129254,-11.3191636853985,27,40,-8.7864846274449,-7.9452065687344,13,1
648,-11.8450549986774,-10.4745800510115,24,38,-7.77747509910722,-7.88794487334289,13,1
649,-11.4565108463911,-9.80920887102562,26,37,-7.5228331443336,-7.40066973209083,13,1
650,-11.1680805892939,-9.60735274050176,22,37,-7.73045988525932,-7.02541322408426,13,1
651,-11.2004764721522,-8.77038257209437,22,38,-8.48816658381354,-6.68605891785351,13,1
652,-11.6121973630667,-8.10691653017838,25,38,-8.59302482453789,-6.25107463689512,13,1
653,-11.9009279632172,-7.74606991289044,22,40,-9.98503279796619,-6.02197087953681,13,1
654,-12.2417995544968,-7.5815301083006,25,40,-10.3474033109838,-5.3626546847671,13,1
655,-12.2426165938714,-7.42081944068671,23,40,-10.5634122558698,-5.15936720566446,13,1
656,-12.2476599349177,-7.1368364778013,20,39,-10.6213323200883,-5.31366888205418,13,0
657,-12.2045963406348,-6.94322310178013,19,37,-10.1844277484432,-5.10257394978794,13,0
658,-13.8162708706515,-15.4682004871541,27,52,-12.1890937185061,-14.8661558469028,14,1
659,-13.73164789701,-15.5595483474155,27,53,-12.7688389507056,-14.5765986884317,14,1
660,-13.7007330548726,-15.3873743033013,28,50,-11.2202266010227,-14.1084860062735,14,1
661,-13.7206145539356,-15.4418215453474,27,52,-12.3001361054262,-14.4054850982302,14,1
662,-13.0851650752445,-14.7700128302236,27,50,-11.0437757347489,-13.7094177337408,14,1
663,-12.9419853736534,-14.1807256088572,27,49,-9.85109173738512,-13.0553972764309,14,1
664,-12.3212007108673,-13.3924231866707,25,48,-10.3570797645705,-12.9203908576998,14,1
665,-12.1385858540858,-12.8407784785371,27,47,-9.2239938826817,-12.0108334738459,14,1
666,-12.2056384132853,-12.278909772899,27,47,-10.3059008286926,-11.2713644624436,14,1
667,-12.0719524528211,-12.1984554083729,28,44,-9.05416576292286,-10.0207712739708,14,1
668,-12.3169205956352,-11.978958169665,26,43,-9.10096286803124,-9.54893420393295,14,1
669,-12.4193270240552,-11.8430011116962,27,41,-8.36735100835957,-8.9945509182778,14,1
670,-12.4284362167646,-11.5761036955355,27,41,-8.64243509977006,-8.63276057160654,14,1
671,-11.9511595790894,-11.0811595911111,24,40,-8.53566540980048,-8.70670126126217,14,1
672,-11.5214951953638,-10.3172222561243,24,39,-8.3759806038873,-7.95998485796019,14,1
673,-11.1467031797254,-9.81457975698646,24,38,-7.95842552870323,-7.43182156364759,14,1
674,-11.0693788188865,-9.70899840250946,24,38,-8.2111942290146,-7.20134060271599,14,1
675,-11.0499245681604,-9.10494703912507,24,39,-9.14286594045046,-6.59578198247534,14,1
676,-10.9346522518384,-8.33429589197179,23,39,-9.39424585142955,-6.37432131548877,14,1
677,-11.2307962837337,-7.38143201697813,24,39,-9.37271673208365,-5.82350690035384,14,1
678,-11.2167943077609,-7.05380155760932,24,40,-10.3298955773226,-5.23766813577297,14,1
679,-11.1721617998422,-6.87923407878446,17,40,-10.547659258101,-5.69007580801982,14,1
680,-11.2994462109535,-6.50085169594791,23,38,-9.79954659377665,-4.39688486828951,14,0
681,-11.3537941894942,-6.37279898955216,15,37,-9.60172650343682,-5.25029757010645,14,0
682,-14.1409416474416,-15.6587506501973,28,53,-12.9370810566154,-14.6671085986164,15,1
683,-14.2057430371852,-15.5960525823346,28,54,-13.6595520867547,-14.7262341627159,15,1
684,-14.154835563735,-15.5064950540143,28,49,-10.7337680787702,-15.0091537480797,15,1
685,-13.9871188541182,-15.4838915436956,28,53,-13.003360585217,-14.5054992684872,15,1
686,-13.7119585480581,-14.8964330692534,27,53,-12.8088734039537,-14.600780518787,15,1
687,-13.6058755360315,-14.4302019932631,27,50,-11.431445093023,-13.8904789536089,15,1
688,-13.5323481167687,-13.7182023677744,27,51,-11.9718855562932,-12.9834313670827,15,1
689,-12.9012925718341,-13.1919596680978,28,50,-11.6056016825625,-12.1907941818336,15,1
690,-12.8354096438148,-12.505263109216,27,45,-9.85934176113055,-11.8897094716505,15,1
691,-12.7308210826671,-12.3657680352138,27,44,-9.84232405660427,-11.0097093137904,15,1
692,-12.8217741402273,-12.1403931057668,27,44,-10.1517756851221,-9.66452305831308,15,1
693,-12.9823693495225,-11.9866116746911,26,43,-9.8150082096767,-9.34764893286541,15,1
694,-12.6813388969354,-11.7074448050946,27,41,-9.00035240931568,-8.8825803446428,15,1
695,-12.3954022917495,-11.174251639669,27,42,-9.41657763613248,-8.42607538167504,15,1
696,-11.8400878157201,-10.4681706824223,25,40,-8.83303360965576,-7.93468865162973,15,1
697,-11.4652796291979,-9.75306975276323,25,38,-8.10685944810742,-7.31864971027673,15,1
698,-11.2966623598654,-9.40685449988673,24,37,-7.73412162055398,-7.07203703992497,15,1
699,-11.2645148822978,-9.05880969066817,22,38,-8.52162067828734,-6.64809205246763,15,1
700,-11.9250853728828,-8.24230779111086,26,39,-9.01970605625413,-6.23668350000809,15,1
701,-12.0230187633865,-7.72924311661794,22,39,-9.64813029706029,-6.05958508453151,15,1
702,-12.2886805762448,-7.50559607629851,25,40,-10.3452978170787,-5.33122463833831,15,1
703,-12.3013997459008,-7.3182603145057,23,40,-10.5144615353296,-5.2008515992244,15,1
704,-12.4644188867517,-6.94308507867577,23,39,-9.77431783951432,-4.76975885677625,15,1
705,-12.4460226928262,-6.72924226246,24,37,-8.58665134862539,-4.34847332288415,15,1
